URL,DOI
https://portalcientifico.upm.es/es/ipublic/item/10179681,10.1080/15230406.2020.1772113
https://portalcientifico.upm.es/es/ipublic/item/10179682,10.1007/978-3-030-59872-3_3
https://portalcientifico.upm.es/es/ipublic/item/10179686,
https://portalcientifico.upm.es/es/ipublic/item/10179694,10.1007/978-3-030-45316-9_6
https://portalcientifico.upm.es/es/ipublic/item/10179705,10.1007/978-3-030-45316-9_5
https://portalcientifico.upm.es/es/ipublic/item/6182407,
https://portalcientifico.upm.es/es/ipublic/item/5658463,10.1016/j.websem.2019.03.001
https://portalcientifico.upm.es/es/ipublic/item/6016114,10.1007/s11042-019-08125-8
https://portalcientifico.upm.es/es/ipublic/item/9812334,10.1109/BigData47090.2019.9006447
https://portalcientifico.upm.es/es/ipublic/item/5440225,10.1016/j.future.2019.05.034
https://portalcientifico.upm.es/es/ipublic/item/5440317,10.1016/j.future.2019.04.037
https://portalcientifico.upm.es/es/ipublic/item/5987725,
https://portalcientifico.upm.es/es/ipublic/item/9810498,
https://portalcientifico.upm.es/es/ipublic/item/9812327,10.1029/2019PA003632
https://portalcientifico.upm.es/es/ipublic/item/9812333,10.1109/IOTSMS48152.2019.8939260
https://portalcientifico.upm.es/es/ipublic/item/6300820,10.1145/3360901.3364444
https://portalcientifico.upm.es/es/ipublic/item/9812328,10.1145/3360901.3364448
https://portalcientifico.upm.es/es/ipublic/item/5754168,10.1007/s11192-019-03179-9
https://portalcientifico.upm.es/es/ipublic/item/9812337,10.1109/eScience.2019.00046
https://portalcientifico.upm.es/es/ipublic/item/6157592,10.1145/3357419.3357442
https://portalcientifico.upm.es/es/ipublic/item/4147039,10.1016/j.websem.2018.12.010
https://portalcientifico.upm.es/es/ipublic/item/5761905,10.1049/iet-wss.2018.5209
https://portalcientifico.upm.es/es/ipublic/item/5654480,10.1016/j.websem.2018.09.003
https://portalcientifico.upm.es/es/ipublic/item/9764886,
https://portalcientifico.upm.es/es/ipublic/item/9810495,
https://portalcientifico.upm.es/es/ipublic/item/5810885,10.3233/FAIA190006
https://portalcientifico.upm.es/es/ipublic/item/5810895,10.3233/FAIA190019
https://portalcientifico.upm.es/es/ipublic/item/9856383,
https://portalcientifico.upm.es/es/ipublic/item/9856385,
https://portalcientifico.upm.es/es/ipublic/item/9776313,
https://portalcientifico.upm.es/es/ipublic/item/5658134,10.1016/j.eswa.2019.01.001
https://portalcientifico.upm.es/es/ipublic/item/5658625,10.1016/j.engappai.2019.03.007
https://portalcientifico.upm.es/es/ipublic/item/5787262,10.1109/DCOSS.2019.00061
https://portalcientifico.upm.es/es/ipublic/item/5461612,10.3390/s19081774
https://portalcientifico.upm.es/es/ipublic/item/9828684,10.4271/2019-01-1278
https://portalcientifico.upm.es/es/ipublic/item/9828685,10.4271/2019-01-1280
https://portalcientifico.upm.es/es/ipublic/item/9812326,10.1145/3308557.3308711
https://portalcientifico.upm.es/es/ipublic/item/9745516,10.1186/s40965-019-0060-4
https://portalcientifico.upm.es/es/ipublic/item/4013541,10.1007/s10115-018-1230-x
https://portalcientifico.upm.es/es/ipublic/item/5498445,10.1016/j.autcon.2018.12.010
https://portalcientifico.upm.es/es/ipublic/item/5498261,10.1111/tgis.12496
https://portalcientifico.upm.es/es/ipublic/item/9860035,
https://portalcientifico.upm.es/es/ipublic/item/9860036,
https://portalcientifico.upm.es/es/ipublic/item/9860037,
https://portalcientifico.upm.es/es/ipublic/item/5498045,10.3233/SW-180305
https://portalcientifico.upm.es/es/ipublic/item/5498048,10.3233/SW-180324
https://portalcientifico.upm.es/es/ipublic/item/5498069,10.1016/j.websem.2018.11.004
https://portalcientifico.upm.es/es/ipublic/item/5498110,10.3233/SW-180320
https://portalcientifico.upm.es/es/ipublic/item/5498112,10.3390/app9010032
https://portalcientifico.upm.es/es/ipublic/item/5643827,10.1007/978-3-030-21348-0_29
https://portalcientifico.upm.es/es/ipublic/item/5657952,10.1007/978-3-030-01746-0_46
https://portalcientifico.upm.es/es/ipublic/item/5658376,10.1007/978-3-030-14401-2_29
https://portalcientifico.upm.es/es/ipublic/item/5658624,10.1007/978-3-030-21395-4_12
https://portalcientifico.upm.es/es/ipublic/item/5811027,10.18293/SEKE2019-117
https://portalcientifico.upm.es/es/ipublic/item/5811036,10.18293/SEKE2019-055
https://portalcientifico.upm.es/es/ipublic/item/5893682,10.3390/systems7030035
https://portalcientifico.upm.es/es/ipublic/item/6003955,10.1007/978-3-030-13363-4_4
https://portalcientifico.upm.es/es/ipublic/item/6003956,10.1007/978-3-030-13363-4_2
https://portalcientifico.upm.es/es/ipublic/item/6003957,10.1007/978-3-030-13363-4_1
https://portalcientifico.upm.es/es/ipublic/item/6003958,10.1007/978-3-030-13363-4_5
https://portalcientifico.upm.es/es/ipublic/item/6003959,10.1007/978-3-030-13363-4_3
https://portalcientifico.upm.es/es/ipublic/item/6003960,10.1007/978-3-030-13363-4_6
https://portalcientifico.upm.es/es/ipublic/item/6069400,10.3390/app9235180
https://portalcientifico.upm.es/es/ipublic/item/6684910,10.1007/978-3-030-29374-1_19
https://portalcientifico.upm.es/es/ipublic/item/6822933,10.1007/978-3-030-32327-1_19
https://portalcientifico.upm.es/es/ipublic/item/6822966,10.1007/978-3-030-36691-9_19
https://portalcientifico.upm.es/es/ipublic/item/9812324,10.1145/3301275.3302324
https://portalcientifico.upm.es/es/ipublic/item/5498103,10.1007/s11042-018-6318-5
https://portalcientifico.upm.es/es/ipublic/item/5563459,10.1145/3318396.3318422
https://portalcientifico.upm.es/es/ipublic/item/5654190,10.1007/978-3-319-94649-8_34
https://portalcientifico.upm.es/es/ipublic/item/5654192,10.1007/978-3-319-94649-8_38
https://portalcientifico.upm.es/es/ipublic/item/5658443,10.1007/978-3-030-13929-2_3
https://portalcientifico.upm.es/es/ipublic/item/5658584,10.1007/978-3-030-16187-3_20
https://portalcientifico.upm.es/es/ipublic/item/5725085,10.1007/978-3-030-24299-2_26
https://portalcientifico.upm.es/es/ipublic/item/6003961,10.1007/978-3-030-13363-4
https://portalcientifico.upm.es/es/ipublic/item/6013659,10.1017/S0269888919000195
https://portalcientifico.upm.es/es/ipublic/item/6182392,10.1007/978-3-030-31605-1_9
https://portalcientifico.upm.es/es/ipublic/item/6684916,10.1007/978-3-030-33246-4_43
https://portalcientifico.upm.es/es/ipublic/item/6822934,10.1007/978-3-030-32327-1_11
https://portalcientifico.upm.es/es/ipublic/item/9812322,10.1109/WI.2018.00-93
https://portalcientifico.upm.es/es/ipublic/item/9812329,10.1007/978-3-030-33752-0_18
https://portalcientifico.upm.es/es/ipublic/item/5658173,
https://portalcientifico.upm.es/es/ipublic/item/5658593,
https://portalcientifico.upm.es/es/ipublic/item/5754065,
https://portalcientifico.upm.es/es/ipublic/item/5811033,
https://portalcientifico.upm.es/es/ipublic/item/5880298,
https://portalcientifico.upm.es/es/ipublic/item/5880299,
https://portalcientifico.upm.es/es/ipublic/item/6185897,
https://portalcientifico.upm.es/es/ipublic/item/6588369,
https://portalcientifico.upm.es/es/ipublic/item/6684909,
https://portalcientifico.upm.es/es/ipublic/item/6684911,
https://portalcientifico.upm.es/es/ipublic/item/6684915,
https://portalcientifico.upm.es/es/ipublic/item/6822916,
https://portalcientifico.upm.es/es/ipublic/item/9107077,
https://portalcientifico.upm.es/es/ipublic/item/9342483,9788417969059
https://portalcientifico.upm.es/es/ipublic/item/9812323,
https://portalcientifico.upm.es/es/ipublic/item/9812325,
https://portalcientifico.upm.es/es/ipublic/item/9812330,
https://portalcientifico.upm.es/es/ipublic/item/9812331,
https://portalcientifico.upm.es/es/ipublic/item/9812332,
https://portalcientifico.upm.es/es/ipublic/item/9822267,
https://portalcientifico.upm.es/es/ipublic/item/9822276,
https://portalcientifico.upm.es/es/ipublic/item/9822283,
https://portalcientifico.upm.es/es/ipublic/item/9822284,
https://portalcientifico.upm.es/es/ipublic/item/9822291,
https://portalcientifico.upm.es/es/ipublic/item/9822311,
https://portalcientifico.upm.es/es/ipublic/item/9822312,
https://portalcientifico.upm.es/es/ipublic/item/9822313,
https://portalcientifico.upm.es/es/ipublic/item/9822317,
https://portalcientifico.upm.es/es/ipublic/item/9828800,
https://portalcientifico.upm.es/es/ipublic/item/9860016,
https://portalcientifico.upm.es/es/ipublic/item/9860020,
https://portalcientifico.upm.es/es/ipublic/item/9860022,
https://portalcientifico.upm.es/es/ipublic/item/9860029,
https://portalcientifico.upm.es/es/ipublic/item/9997569,
https://portalcientifico.upm.es/es/ipublic/item/9812321,10.1109/eScience.2018.00132
https://portalcientifico.upm.es/es/ipublic/item/5497806,10.1017/S1351324918000347
https://portalcientifico.upm.es/es/ipublic/item/5497670,10.1111/exsy.12275
https://portalcientifico.upm.es/es/ipublic/item/4102542,
https://portalcientifico.upm.es/es/ipublic/item/9810496,
https://portalcientifico.upm.es/es/ipublic/item/5654500,10.1109/INISTA.2018.8466303
https://portalcientifico.upm.es/es/ipublic/item/5497574,10.1016/j.future.2017.07.003
https://portalcientifico.upm.es/es/ipublic/item/5497575,10.1016/j.future.2017.06.009
https://portalcientifico.upm.es/es/ipublic/item/9856386,
https://portalcientifico.upm.es/es/ipublic/item/5654234,10.1109/ICDCS.2018.00152
https://portalcientifico.upm.es/es/ipublic/item/5654237,10.1109/ICDCS.2018.00156
https://portalcientifico.upm.es/es/ipublic/item/5654236,10.1109/CCGRID.2018.00072
https://portalcientifico.upm.es/es/ipublic/item/5653890,10.1016/j.engappai.2018.03.007
https://portalcientifico.upm.es/es/ipublic/item/5497019,10.3390/s18051465
https://portalcientifico.upm.es/es/ipublic/item/5496978,10.1109/TLA.2018.8408424
https://portalcientifico.upm.es/es/ipublic/item/4013544,10.1145/3167132.3167164
https://portalcientifico.upm.es/es/ipublic/item/4013543,10.1145/3167132.3167341
https://portalcientifico.upm.es/es/ipublic/item/5496906,10.1016/j.ins.2017.12.050
https://portalcientifico.upm.es/es/ipublic/item/9856412,9783030133634
https://portalcientifico.upm.es/es/ipublic/item/5654229,10.1109/IntelliSys.2017.8324287
https://portalcientifico.upm.es/es/ipublic/item/5496750,10.3390/s18030757
https://portalcientifico.upm.es/es/ipublic/item/5496760,10.1007/s10115-017-1120-7
https://portalcientifico.upm.es/es/ipublic/item/5496768,10.1177/0735633117706047
https://portalcientifico.upm.es/es/ipublic/item/9107047,10.1111/aos.13519
https://portalcientifico.upm.es/es/ipublic/item/9810490,
https://portalcientifico.upm.es/es/ipublic/item/9810500,
https://portalcientifico.upm.es/es/ipublic/item/5496441,10.3390/s18010220
https://portalcientifico.upm.es/es/ipublic/item/5496531,10.1016/j.neucom.2017.06.022
https://portalcientifico.upm.es/es/ipublic/item/5496414,10.3390/app8010067
https://portalcientifico.upm.es/es/ipublic/item/5496440,10.3390/s18010108
https://portalcientifico.upm.es/es/ipublic/item/4013521,10.1007/978-3-319-62410-5_16
https://portalcientifico.upm.es/es/ipublic/item/4013540,10.7717/peerj.4795
https://portalcientifico.upm.es/es/ipublic/item/5496152,10.3233/SW-170267
https://portalcientifico.upm.es/es/ipublic/item/5496190,10.1155/2018/2068278
https://portalcientifico.upm.es/es/ipublic/item/5496249,10.3233/SW-180321
https://portalcientifico.upm.es/es/ipublic/item/5496352,10.3233/SW-170258
https://portalcientifico.upm.es/es/ipublic/item/5496355,10.1155/2018/4012740
https://portalcientifico.upm.es/es/ipublic/item/5496389,10.1155/2018/9741053
https://portalcientifico.upm.es/es/ipublic/item/5496241,10.3233/AIC-180772
https://portalcientifico.upm.es/es/ipublic/item/5653689,10.1007/978-3-319-73210-7_93
https://portalcientifico.upm.es/es/ipublic/item/5658095,10.5220/0006925300570067
https://portalcientifico.upm.es/es/ipublic/item/5658521,10.1007/978-3-030-00178-0_16
https://portalcientifico.upm.es/es/ipublic/item/5671762,10.1007/978-3-030-03667-6_2
https://portalcientifico.upm.es/es/ipublic/item/10179689,10.1002/9781119564034.ch25
https://portalcientifico.upm.es/es/ipublic/item/10179703,10.1145/3184558.3192316
https://portalcientifico.upm.es/es/ipublic/item/5514842,
https://portalcientifico.upm.es/es/ipublic/item/5514973,10.1007/978-3-319-98192-5_53
https://portalcientifico.upm.es/es/ipublic/item/5515033,10.1007/978-3-319-76168-8_7
https://portalcientifico.upm.es/es/ipublic/item/5515041,10.1007/978-3-319-74433-9_2
https://portalcientifico.upm.es/es/ipublic/item/5643381,10.1007/978-3-319-62530-0_8
https://portalcientifico.upm.es/es/ipublic/item/5658058,10.1007/978-3-030-03056-8_19
https://portalcientifico.upm.es/es/ipublic/item/5658059,10.1007/978-3-030-03056-8_27
https://portalcientifico.upm.es/es/ipublic/item/5658061,10.1007/978-3-030-03056-8_17
https://portalcientifico.upm.es/es/ipublic/item/5658063,10.1007/978-3-030-03056-8_26
https://portalcientifico.upm.es/es/ipublic/item/5658064,10.1007/978-3-030-03056-8_18
https://portalcientifico.upm.es/es/ipublic/item/5658520,10.1007/978-3-030-00178-0_24
https://portalcientifico.upm.es/es/ipublic/item/5658524,10.1007/978-3-030-00178-0_28
https://portalcientifico.upm.es/es/ipublic/item/5671759,10.1007/978-3-030-03667-6_8
https://portalcientifico.upm.es/es/ipublic/item/5671766,10.1007/978-3-030-03667-6_21
https://portalcientifico.upm.es/es/ipublic/item/9171751,
https://portalcientifico.upm.es/es/ipublic/item/9891207,10.1007/s11548-018-1727-5
https://portalcientifico.upm.es/es/ipublic/item/5653946,
https://portalcientifico.upm.es/es/ipublic/item/5653948,
https://portalcientifico.upm.es/es/ipublic/item/5654091,
https://portalcientifico.upm.es/es/ipublic/item/5654094,
https://portalcientifico.upm.es/es/ipublic/item/5654095,
https://portalcientifico.upm.es/es/ipublic/item/5654142,
https://portalcientifico.upm.es/es/ipublic/item/5654161,
https://portalcientifico.upm.es/es/ipublic/item/5654378,
https://portalcientifico.upm.es/es/ipublic/item/5654449,
https://portalcientifico.upm.es/es/ipublic/item/5654450,
https://portalcientifico.upm.es/es/ipublic/item/5654463,
https://portalcientifico.upm.es/es/ipublic/item/5654464,
https://portalcientifico.upm.es/es/ipublic/item/5654466,
https://portalcientifico.upm.es/es/ipublic/item/5654563,
https://portalcientifico.upm.es/es/ipublic/item/5658050,
https://portalcientifico.upm.es/es/ipublic/item/5658056,
https://portalcientifico.upm.es/es/ipublic/item/9053908,
https://portalcientifico.upm.es/es/ipublic/item/9060583,
https://portalcientifico.upm.es/es/ipublic/item/9076142,
https://portalcientifico.upm.es/es/ipublic/item/9088610,
https://portalcientifico.upm.es/es/ipublic/item/9088612,
https://portalcientifico.upm.es/es/ipublic/item/9088613,
https://portalcientifico.upm.es/es/ipublic/item/9107057,
https://portalcientifico.upm.es/es/ipublic/item/9822274,
https://portalcientifico.upm.es/es/ipublic/item/9822278,
https://portalcientifico.upm.es/es/ipublic/item/9822285,
https://portalcientifico.upm.es/es/ipublic/item/9822293,
https://portalcientifico.upm.es/es/ipublic/item/9822296,
https://portalcientifico.upm.es/es/ipublic/item/9822302,
https://portalcientifico.upm.es/es/ipublic/item/9822303,
https://portalcientifico.upm.es/es/ipublic/item/9822314,
https://portalcientifico.upm.es/es/ipublic/item/9860028,
https://portalcientifico.upm.es/es/ipublic/item/9860031,
https://portalcientifico.upm.es/es/ipublic/item/9860032,
https://portalcientifico.upm.es/es/ipublic/item/9860038,
